text,label,language
hatiku sangat frustrasi,3,id
hatiku ini benar benar mengejutkan,5,id
aku sangat terkejut dengan penampilan ini,5,id
aku sangat kaget sekaligus bahagia,5,id
hatiku sangat panas,3,id
I am so overwhelmingly surprised,5,en
aku ketakutan ini sangat nyata dan sangat dalam,4,id
I am so overwhelmed with sadness,0,en
saya merasa sangat dimanfaatkan,3,id
diriku menangis sendirian,0,id
kamu murah hati,1,id
how could you leave me,0,en
aku sangat marah dengan orang yang mengkhianatiku,3,id
you make me feel at ease,1,en
being betrayed by someone I trusted is devastating,0,en
I am numbed by this grief,0,en
aku merasa sangat buruk,0,id
kamu dermawan banget,1,id
I am so worried and cannot think clearly,4,en
aku sangat tidak sabar berbagi kebahagiaan ini,1,id
I never dreamed this would happen,5,en
gue merasa sangat dimanfaatkan,3,id
I am very satisfied with the result,1,en
I have very low self confidence,4,en
saya sangat kaget sekaligus bahagia,5,id
I want to stop hurting,0,en
aku terdiam karena terkejut,5,id
kepergianmu meninggalkan luka yang dalam,0,id
you are so great,1,en
aku masih dalam keadaan kaget,5,id
I feel deeply anxious,4,en
I feel so gloomy,0,en
senang banget kamu suka aku,1,id
gue sangat tidak menduga bisa mendapat kesempatan ini,5,id
I am so stunned,5,en
gue sangat tidak menduga mimpi mimpi itu bisa jadi nyata,5,id
I feel so disregarded,0,en
saya sangat marah karena ditipu,3,id
I this surprise was unexpected but so beautiful,5,en
I am deeply astonished,5,en
maaf sudah buat kamu jadi emosi,0,id
baik banget sih,1,id
I am deeply grateful,1,en
aku tidak bisa berkata kata,5,id
aku sangat lelah batin,0,id
aku sudah tidak bisa memaafkanmu,3,id
gue sangat menghargaimu,2,id
aku sangat takut dengan wawancara ini,4,id
gue merasa kosong,0,id
aku sangat sayang kamu,2,id
aku sangat dendam,3,id
my soul dances with happiness,1,en
hatiku sangat memujamu,2,id
I love this morning,1,en
I am so melancholic,0,en
gue sangat protes keras,3,id
I never thought I would be accepted here,5,en
dia sangat jahat,0,id
my spirit is so light,1,en
I love laughing together like this,1,en
aku sangat senang kamu berhasil,1,id
I am so blessed,1,en
hatiku sangat mencintai caramu,2,id
aku sangat terkejut melihatnya tiba tiba muncul,5,id
I feel deeply deeply wounded,0,en
saya sangat tidak bisa tersenyum dengan tulus,0,id
I this surprise was unexpected but so precious,5,en
tindakanmu sangat melukai hatiku,0,id
saya sangat tidak menyangka bisa lulus,5,id
I have so much doubt about this decision,4,en
diriku sangat penuh sukacita,1,id
I am complete with your love,2,en
kamu mengkhianati aku,0,id
hatiku sangat sayang padamu,2,id
I hate that conduct,3,en
saya sangat marah karena kejujuranku dimanfaatkan,3,id
loving you feels like home,2,en
hatiku sangat trauma,4,id
kamu jahat banget,0,id
aku sangat marah padamu,3,id
aku sangat berteriak kegirangan,1,id
gue sangat tidak bisa tenang karena terus menerus cemas,4,id
aku menyesal sudah mengabaikanmu,0,id
I am deeply completely dumbfounded,5,en
today feels perfect,1,en
I cannot get back up,0,en
saya sangat tidak menduga takdir bisa seindah ini,5,id
aku tidak mau lagi diperlakukan seperti ini,3,id
behind my laughter there are tears,0,en
diriku tidak ada harapan lagi,0,id
hatiku sudah tidak tahan lagi,3,id
gue sangat tidak bisa tersenyum dengan tulus,0,id
aku sudah sangat muak melihatnya,3,id
I am deeply deeply anxious,4,en
aku sangat tidak menduga hasilnya seperti ini,5,id
pagi ini sangat menyenangkan,1,id
I treasure every moment with you,2,en
diriku sangat cinta padamu,2,id
saya sangat terkejut dengan berita ini,5,id
I cannot stop smiling,1,en
I my anger cannot be contained anymore,3,en
I cannot control my anger,3,en
kamu adalah orang yang luar biasa,1,id
I feel so boiling with anger,3,en
saya sangat dongkol,3,id
I am so shocked but so happy,5,en
I am emotionally exhausted,0,en
aku sangat merindukanmu,2,id
my soul soars with joy,1,en
saya emosinya sudah meledak,3,id
I hate that behavior,3,en
I am deeply overwhelmed by fear,4,en
I am so disappointed in myself,0,en
I feel so burning with rage,3,en
saya sangat diluar dugaan,5,id
aku sedih sekali,0,id
hatiku sangat rindu padamu,2,id
I feel deeply incredibly annoyed,3,en
saya sangat menantikan ini,1,id
hatiku sangat cemas dengan masa depan,4,id
I am radiant with happiness,1,en
I am so petrified,4,en
aku sangat lelah secara emosional,0,id
I am deeply deeply sad,0,en
gue sangat terkejut melihat betapa banyak yang telah berubah,5,id
saya sangat trauma,4,id
aku sangat tidak terima pendapatku selalu diabaikan,3,id
I feel deeply completely shocked,5,en
hatiku sangat penuh kebahagiaan,1,id
I feel deeply full of joy,1,en
this fear has me shackled,4,en
I am so scared of losing them,4,en
aku sangat tidak menyangka diterima disini,5,id
gue sangat merasa hidup ini sangat layak disyukuri,1,id
my life feels so lonely,0,en
I cannot smile genuinely anymore,0,en
gue sangat lemah,0,id
gue sangat marah karena ditipu,3,id
I feel so optimistic,1,en
aku rindu kamu setiap hari,0,id
I am so delighted,1,en
I feel completely shocked,5,en
I feel so hopeless,0,en
without you my life lacks meaning,2,en
diriku sangat merasa beruntung,1,id
aku sangat remuk,0,id
saya sudah habis sabar,3,id
I am so completely shocked,5,en
hatiku sangat bersyukur,1,id
I am so grateful to feel this happiness,1,en
diriku sangat ngeri,4,id
aku sangat mencintai dirimu lebih dari hidupku sendiri,2,id
gue sangat ceria,1,id
you make me so upset,3,en
gue sangat kecewa dengan kelakuanmu,3,id
I feel so downhearted,0,en
I love you unconditionally,2,en
saya sangat dihantui ketakutan,4,id
I feel deeply energized,1,en
my soul aches so much,0,en
I feel beyond surprised,5,en
aku sangat waspada karena sangat takut,4,id
aku sangat tidak bisa berhenti tersenyum,1,id
maaf sudah buat kamu marah,0,id
I am so panicked,4,en
aku sangat marah dengan sikap tidak hormatinya,3,id
I feel so satisfied,1,en
aku tidak seharusnya berkata seperti itu,0,id
I am deeply proud,1,en
I feel so light and free,1,en
saya sangat tidak mau lagi diam saja ketika disakiti,3,id
saya masih sangat terkejut,5,id
I feel so deeply mourning,0,en
this is a completely unexpected surprise,5,en
I feel so fearful,4,en
diriku sangat takut tidak bisa,4,id
I am so fearful,4,en
this anxiety is overwhelming me,4,en
I am so deeply grieving,0,en
I feel so completely terrified,4,en
aku sangat tidak menyangka hidup bisa seperti ini,5,id
aku sangat merasa ada keajaiban,1,id
being treated like this is so painful,0,en
I have no energy left,0,en
aku sangat khawatir,4,id
saya sangat mencintai dirimu sampai ke lubuk hatiku,2,id
I cannot live without you,0,en
diriku sangat takjub,5,id
saya sangat tidak bisa fokus karena ketakutan,4,id
I refuse to trust someone who already betrayed me,3,en
aku sangat merasa dihargai,1,id
I cannot forgive this,3,en
I am consumed by frustration,3,en
kepergianmu sangat menyakitiku,0,id
I feel so humiliated inside,0,en
diriku sangat bersemangat hari ini,1,id
this happiness is extraordinary,1,en
I am deeply absolutely devastated,0,en
you are so easy to talk to,1,en
aku sangat tidak bisa terima,3,id
gue sangat antusias,1,id
aku sangat muak padamu,3,id
diriku sangat tidak terima ini,3,id
you deceived me,0,en
diriku sangat bahagia,1,id
I want to always protect you,2,en
aku sangat takut mengecewakan pasanganku,4,id
I feel so loved,1,en
aku sangat rindu tatapan matamu,2,id
aku sangat gugup berbicara,4,id
gue sangat cemas dengan masa depan,4,id
hatiku sangat merayakan ini,1,id
hatiku sangat takut tidak bisa,4,id
I am scared of the dark at night,4,en
I feel so lucky to be loved by you,2,en
saya sangat kesal,3,id
I am scared to speak,4,en
saya sangat pilu,0,id
I am laughing with joy,1,en
I feel deeply furious,3,en
gue sangat tidak bahagia,0,id
I feel so lucky you are in my life,2,en
my whole body is shaking,4,en
I am deeply melancholic,0,en
saya sangat yakin pilihan hidupku adalah kamu,2,id
kamu sangat berarti bagiku,2,id
I feel consumed by anxiety,4,en
saya sangat bahagia,1,id
I never anticipated becoming the best version of myself,5,en
diriku merasa sangat hidup,1,id
gue sangat tersenyum lebar,1,id
kamu luar biasa banget,1,id
I feel absolutely furious,3,en
kamu selalu berbohong padaku,0,id
I love my life dearly,1,en
aku sangat tidak bisa menerima kenyataan ini,0,id
I am so taken aback,5,en
my heart burns with anger,3,en
gue sangat tertegun,5,id
I am deeply hopeless,0,en
aku masih belum bisa menerima kenyataan ini,5,id
gue sangat capek dengan semua ini,3,id
my spirit soars with joy,1,en
I am scared of disasters,4,en
aku tidak pernah menduga ini,5,id
I am deeply frozen with fear,4,en
gue sangat terinspirasi,1,id
saya sangat cemas dengan keselamatan,4,id
saya sangat lelah batin,0,id
aku sangat trauma dengan dia,4,id
diriku sangat sedih,0,id
kamu sangat menyenangkan,1,id
saya ketakutan ini sangat nyata dan sangat dalam,4,id
aku sangat bahagia bersamamu,2,id
saya sangat merasa semua perjuanganku terbayar,1,id
I like who you are,1,en
kamu baik,1,id
gue sangat riang,1,id
I feel so blown away,5,en
aku sangat tidak mau lagi diam saja ketika disakiti,3,id
saya tidak kuat lagi,0,id
saya sudah sangat muak berpura pura semuanya baik baik saja,3,id
diriku selalu memikirkanmu,2,id
hatiku sangat dongkol,3,id
aku sangat menyesal membuatmu kecewa,0,id
aku tidak mau sedih tapi tidak bisa,0,id
aku sangat terkejut sampai gemetar,5,id
gue sangat tidak menyangka,5,id
dia jahat sekali,0,id
aku merasa sendirian menghadapi semua ini,0,id
aku sangat tidak menyangka semua ini terjadi padaku,5,id
aku merasa sangat dijaga olehmu,2,id
aku tidak menyangka kamu bisa meninggalkanku,0,id
aku sudah tidak bisa mengontrol amarahku,3,id
diriku ini benar benar tidak terduga,5,id
gue sangat menderita,0,id
hatiku sangat tidak terima ini,3,id
aku sangat tidak bisa tidur karena rasa cemas yang terus ada,4,id
aku sangat memikirkanmu,2,id
I am full of energy,1,en
gue sangat tidak menduga,5,id
I am so frightened,4,en
aku sudah sangat muak bersabar dengan orang yang tidak berubah,3,id
hatiku sangat merasa beruntung,1,id
ini benar benar tidak pernah aku bayangkan sebelumnya,5,id
aku tidak tahu harus bagaimana,0,id
aku sangat marah sekali,3,id
I am so furious,3,en
I did not expect you to be this kind,1,en
diriku tidak pernah menyangka ini terjadi,5,id
hatiku sangat suka tawamu,2,id
I feel so gloomy,0,en
diriku sangat ingin menegur,3,id
I cannot believe this is real,5,en
aku sangat gugup menghadapi presentasi ini,4,id
I feel so blown away,5,en
I am so content,1,en
you are so capable,1,en
saya sangat tidak mau lagi berpura pura tidak sakit hati,3,id
I am so dumbfounded,5,en
I am deeply confident,1,en
aku sangat takut dengan apa yang akan terjadi,4,id
I am still in shock,5,en
saya sangat tidak berani membuka hati karena takut terluka,4,id
I am deeply traumatized by that person,4,en
saya sangat was was,4,id
I am deeply completely overjoyed,1,en
aku sangat tidak bisa melupakanmu,0,id
gue sangat memikirkanmu,2,id
saya sangat takut tidak bisa,4,id
ini sangat membuatku melongo,5,id
I am enjoying this meal so much,1,en
aku sangat menikmati ini,1,id
saya sangat tidak bisa menemukan kebahagiaan,0,id
I am deeply optimistic,1,en
I look forward to today,1,en
aku sangat senang bisa sampai di sini,1,id
saya sangat jengkel,3,id
diriku mencintaimu apa adanya,2,id
I feel so aggravated,3,en
aku sangat bersyukur untuk ini,1,id
I cannot calm down because bad feelings keep haunting me,4,en
I love my life with you,2,en
diriku sangat ingin bersamamu,2,id
hatiku merasa gagal,0,id
maaf aku sudah bikin kamu sedih,0,id
aku sangat marah karena diabaikan,3,id
I got the prize,1,en
aku sangat tidak menduga Tuhan bisa memberikan hal seindah ini,5,id
I apologize for what I said,0,en
I am so miserable,0,en
hatiku sangat muak dengan semua ini,3,id
aku merasa sangat bersyukur,1,id
hatiku ini benar benar tidak terduga,5,id
aku sangat tidak menyangka menang dalam hal ini,5,id
you are far better than I imagined,1,en
saya sangat duka,0,id
aku sangat trauma dengan ini,4,id
kamu adalah semangatku,2,id
I am deeply lucky,1,en
aku sangat protes keras,3,id
hatiku sangat tertekan,0,id
I like your personality,1,en
aku sangat patah semangat,0,id
hatiku emosinya sudah meledak,3,id
aku sangat merasa damai dan bahagia,1,id
your presence makes everything better,2,en
I feel so irritated,3,en
gue sangat marah karena dikhianati,3,id
I regret ignoring you,0,en
gue sangat bersyukur kamu mau bersamaku,2,id
aku sangat gugup tampil di depan umum,4,id
maaf kamu jadi marah,0,id
aku beruntung sekali mengenalmu,2,id
saya sangat takut bahwa aku tidak akan pernah berhasil,4,id
I never thought I would receive this,5,en
I am so lucky,1,en
hatiku sangat kesepian,0,id
aku sangat senang hari ini,1,id
I am tired of being sad,0,en
I feel so confident,1,en
hatiku sangat tersenyum lebar,1,id
aku nangis banget,0,id
I feel so bursting with happiness,1,en
aku sangat tidak menduga bisa menjadi versi terbaik diriku,5,id
I am crying,0,en
hidup sangat indah,1,id
this is completely unacceptable,3,en
hatiku sangat menantikan kehadiranmu,2,id
aku sangat terkejut dengan berita menggembirakan ini,5,id
I feel so panicked,4,en
hatiku mencintaimu apa adanya,2,id
I feel in a state of pure bliss,1,en
my love for you is deep,2,en
you brighten my day,1,en
I feel so radiant today,1,en
gue sangat takut gagal,4,id
gue sangat merasa beruntung bisa dicintai olehmu,2,id
I have lost hope,0,en
I am sorry for my mistakes,0,en
saya sangat cemas dengan masa depan,4,id
I never thought I would get this news,5,en
aku sangat cinta pada ibuku,2,id
aku sangat merasakan anxiety ini,4,id
I am sorry I ignored you,0,en
kamu sangat egois,3,id
saya merasa nyaman bersamamu,2,id
aku sangat capek menangis,0,id
I truly cannot accept this,3,en
gue sangat benci,3,id
I am so scared of what will happen,4,en
ini benar benar mengejutkan aku,5,id
aku sangat terkejut dan sangat bahagia,5,id
I am deeply in a state of pure bliss,1,en
aku sangat memerlukanmu,2,id
gue sangat tidak terima diperlakukan semena mena seperti ini,3,id
my heart sings with joy,1,en
I feel deeply depressed,0,en
I feel so drained,0,en
aku sangat ceria,1,id
saya sangat susah,0,id
I feel so serene,1,en
terima kasih sudah menjagaku,1,id
ini adalah hari terbaikku,1,id
I am so dejected,0,en
I enjoy every moment with you,2,en
diriku sangat terkejut dengan kejutan indah ini,5,id
hatiku sangat marah karena ditipu,3,id
ditinggalkan orang yang dicintai sangat menyedihkan,0,id
I this fear is very real and very deep,4,en
I feel so absolutely thrilled,1,en
gue sangat merasa beruntung bisa bersama kamu,2,id
aku sangat frustrasi karena tidak ada solusi,3,id
diriku sudah tidak bisa memaafkan,3,id
gue sudah habis sabar,3,id
ini sangat melebihi ekspektasiku,5,id
I am so grateful my prayers were answered,1,en
I still miss you,0,en
I am so scared of making mistakes,4,en
you are truly amazing,1,en
bersamamu aku selalu bahagia,1,id
hatiku sangat bersinar hari ini,1,id
I am so grateful my love was returned,2,en
aku merasa sangat sendiri tanpamu,0,id
aku sangat tidak percaya betapa bahagianya aku,1,id
hatiku sangat lemah,0,id
my spirit grieves deeply,0,en
I am deeply boiling with anger,3,en
I feel boiling with anger,3,en
this is incredibly surprising,5,en
my jaw dropped,5,en
my heart is broken,0,en
gue merasa lengkap bersamamu,2,id
I hate the way that was done,3,en
I am so forlorn,0,en
jantungku berdebar kencang karena takut,4,id
you always hurt me,0,en
I am so empty,0,en
my tears cannot stop flowing,0,en
diriku sangat takut sejarah terulang,4,id
I am in awe of you,2,en
aku sudah tidak mau sabar lagi,3,id
diriku tidak semangat sama sekali,0,id
